player_id,player_name,game_year,play_type,passing_yards_gained,receiving_yards_gained,rushing_yards_gained
00-0000108,D.Akers,2012,pass,14,,
00-0000865,C.Batch,2009,pass,17,,
00-0000865,C.Batch,2010,pass,331,,
00-0000865,C.Batch,2011,pass,198,,
00-0000865,C.Batch,2012,pass,463,,
00-0001545,T.Bouman,2010,pass,216,,
00-0002110,M.Brunell,2009,pass,-9,,
00-0002110,M.Brunell,2010,pass,109,,
00-0002110,M.Brunell,2011,pass,130,,
00-0003292,K.Collins,2009,pass,1188,,
00-0003292,K.Collins,2010,pass,1444,,
00-0003292,K.Collins,2011,pass,731,,
00-0003315,T.Collins,2009,pass,132,,
00-0003315,T.Collins,2010,pass,53,,
00-0003739,D.Culpepper,2009,pass,589,,
00-0003739,D.Culpepper,2010,pass,249,,
00-0004091,P.Dawson,2009,pass,10,,
00-0004161,J.Delhomme,2009,pass,1830,,
00-0004161,J.Delhomme,2010,pass,838,,
00-0004161,J.Delhomme,2012,pass,193,,
00-0005106,B.Favre,2009,pass,3639,,
00-0005106,B.Favre,2010,pass,2686,,
00-0005113,J.Feagles,2009,pass,0,,
00-0007091,M.Hasselbeck,2009,pass,2668,,
00-0007091,M.Hasselbeck,2010,pass,2976,,
00-0007091,M.Hasselbeck,2011,pass,3143,,
00-0007091,M.Hasselbeck,2012,pass,1535,,
00-0007091,M.Hasselbeck,2013,pass,130,,
00-0007091,M.Hasselbeck,2014,pass,294,,
00-0007091,M.Hasselbeck,2015,pass,1589,,
00-0008484,D.Johnson,2009,pass,0,,
00-0009311,J.Kitna,2010,pass,2266,,
00-0009311,J.Kitna,2011,pass,87,,
00-0010346,P.Manning,2009,pass,4331,,
00-0010346,P.Manning,2010,pass,4447,,
00-0010346,P.Manning,2011,pass,257,,
00-0010346,P.Manning,2012,pass,4532,,
00-0010346,P.Manning,2013,pass,5357,,
00-0010346,P.Manning,2014,pass,4613,,
00-0010346,P.Manning,2015,pass,2085,,
00-0010346,P.Manning,2016,pass,69,,
00-0010609,B.Maynard,2009,pass,0,,
00-0011022,D.McNabb,2009,pass,3101,,
00-0011022,D.McNabb,2010,pass,3297,,
00-0011022,D.McNabb,2011,pass,913,,
00-0011626,B.Moorman,2009,pass,25,,
00-0015194,H.Smith,2009,pass,35,,
00-0017200,K.Warner,2009,pass,3555,,
00-0017200,K.Warner,2010,pass,31,,
00-0017915,R.Williams,2009,pass,0,,
00-0019041,B.Volek,2009,pass,15,,
00-0019041,B.Volek,2010,pass,223,,
00-0019310,R.Lindell,2012,pass,0,,
00-0019559,C.Pennington,2009,pass,381,,
00-0019559,C.Pennington,2010,pass,19,,
00-0019596,T.Brady,2009,pass,4132,,
00-0019596,T.Brady,2010,pass,3708,,
00-0019596,T.Brady,2011,pass,4945,,
00-0019596,T.Brady,2012,pass,4937,,
00-0019596,T.Brady,2013,pass,4086,,
00-0019596,T.Brady,2014,pass,3975,,
00-0019596,T.Brady,2015,pass,4425,,
00-0019596,T.Brady,2016,pass,3311,,
00-0019596,T.Brady,2017,pass,4630,,
00-0019596,T.Brady,2018,pass,4078,,
00-0019599,M.Bulger,2009,pass,1384,,
00-0019709,C.Redman,2009,pass,747,,
00-0019709,C.Redman,2011,pass,137,,
00-0019709,C.Redman,2012,pass,71,,
00-0019714,S.Lechler,2011,pass,35,,
00-0019714,S.Lechler,2012,pass,4,,
00-0019714,S.Lechler,2014,pass,10,,
00-0020245,M.Vick,2009,pass,86,,
00-0020245,M.Vick,2010,pass,2809,,
00-0020245,M.Vick,2011,pass,2862,,
00-0020245,M.Vick,2012,pass,2512,,
00-0020245,M.Vick,2013,pass,1132,,
00-0020245,M.Vick,2014,pass,519,,
00-0020245,M.Vick,2015,pass,318,,
00-0020305,A.Feeley,2011,pass,476,,
00-0020397,C.Ochocinco,2010,pass,0,,
00-0020498,R.Wayne,2009,pass,0,,
00-0020531,D.Brees,2009,pass,4253,,
00-0020531,D.Brees,2010,pass,4256,,
00-0020531,D.Brees,2011,pass,5408,,
00-0020531,D.Brees,2012,pass,5376,,
00-0020531,D.Brees,2013,pass,4893,,
00-0020531,D.Brees,2014,pass,4766,,
00-0020531,D.Brees,2015,pass,4320,,
00-0020531,D.Brees,2016,pass,5005,,
00-0020531,D.Brees,2017,pass,4534,,
00-0020531,D.Brees,2018,pass,3825,,
00-0020536,L.Tomlinson,2009,pass,0,,
00-0020536,L.Tomlinson,2011,pass,-2,,
00-0020608,D.Carr,2009,pass,188,,
00-0020608,D.Carr,2010,pass,88,,
00-0020608,D.Carr,2012,pass,13,,
00-0020679,S.Hill,2009,pass,836,,
00-0020679,S.Hill,2014,pass,1541,,
00-0020679,S.Hill,2015,pass,4,,
00-0020679,S.Hill,2016,pass,235,,
00-0020679,S.Hill,2017,pass,0,,
00-0020679,Sh.Hill,2010,pass,2346,,
00-0020679,Sh.Hill,2011,pass,283,,
00-0020679,Sh.Hill,2012,pass,172,,
00-0020679,Shaun.Hill,2010,pass,12,,
00-0021179,C.Portis,2009,pass,0,,
00-0021190,A.Randle El,2009,pass,-11,,
00-0021190,A.Randle El,2010,pass,39,,
00-0021190,A.Randle El,2011,pass,3,,
00-0021206,J.McCown,2009,pass,-4,,
00-0021206,J.McCown,2011,pass,254,,
00-0021206,J.McCown,2012,pass,117,,
00-0021206,J.McCown,2013,pass,1794,,
00-0021206,J.McCown,2014,pass,1971,,
00-0021206,J.McCown,2015,pass,1976,,
00-0021206,J.McCown,2016,pass,691,,
00-0021206,J.McCown,2017,pass,2662,,
00-0021206,J.McCown,2018,pass,620,,
00-0021216,B.Westbrook,2009,pass,0,,
00-0021231,D.Garrard,2009,pass,3169,,
00-0021231,D.Garrard,2010,pass,2680,,
00-0021296,J.O'Sullivan,2009,pass,9,,
00-0021296,J.O'Sullivan,2010,pass,0,,
00-0021429,C.Palmer,2009,pass,2883,,
00-0021429,C.Palmer,2010,pass,3481,,
00-0021429,C.Palmer,2011,pass,2520,,
00-0021429,C.Palmer,2012,pass,4240,,
00-0021429,C.Palmer,2013,pass,3985,,
00-0021429,C.Palmer,2014,pass,1567,,
00-0021429,C.Palmer,2015,pass,4391,,
00-0021429,C.Palmer,2016,pass,3835,,
00-0021429,C.Palmer,2017,pass,2071,,
00-0021488,M.McBriar,2013,pass,30,,
00-0021678,T.Romo,2009,pass,3992,,
00-0021678,T.Romo,2010,pass,1850,,
00-0021678,T.Romo,2011,pass,3706,,
00-0021678,T.Romo,2012,pass,4893,,
00-0021678,T.Romo,2013,pass,3572,,
00-0021678,T.Romo,2014,pass,3474,,
00-0021678,T.Romo,2015,pass,849,,
00-0021678,T.Romo,2017,pass,29,,
00-0021755,E.Graham,2010,pass,2,,
00-0021940,Josh.Brown,2009,pass,36,,
00-0022005,C.Simms,2009,pass,-16,,
00-0022017,M.Scifres,2010,pass,28,,
00-0022055,S.Wallace,2009,pass,624,,
00-0022055,S.Wallace,2010,pass,662,,
00-0022055,S.Wallace,2011,pass,370,,
00-0022055,S.Wallace,2012,pass,168,,
00-0022055,S.Wallace,2013,pass,114,,
00-0022084,A.Boldin,2010,pass,-6,,
00-0022084,A.Boldin,2014,pass,0,,
00-0022092,C.Brown,2009,pass,0,,
00-0022097,B.Lloyd,2011,pass,0,,
00-0022101,B.St. Pierre,2010,pass,162,,
00-0022101,B.St. Pierre (3rd QB),2010,pass,0,,
00-0022121,R.Grossman,2009,pass,33,,
00-0022121,R.Grossman,2010,pass,493,,
00-0022121,R.Grossman,2011,pass,3018,,
00-0022121,R.Grossman,2012,pass,247,,
00-0022164,K.Boller,2009,pass,785,,
00-0022164,K.Boller,2010,pass,31,,
00-0022164,K.Boller,2011,pass,141,,
00-0022177,B.Leftwich,2009,pass,594,,
00-0022177,B.Leftwich,2011,pass,35,,
00-0022177,B.Leftwich,2012,pass,250,,
00-0022217,M.Moore,2009,pass,6,,
00-0022725,M.Clayton,2009,pass,0,,
00-0022766,P.Crayton,2010,pass,0,,
00-0022787,M.Schaub,2009,pass,4324,,
00-0022787,M.Schaub,2010,pass,4187,,
00-0022787,M.Schaub,2011,pass,2634,,
00-0022787,M.Schaub,2012,pass,3792,,
00-0022787,M.Schaub,2013,pass,2148,,
00-0022787,M.Schaub,2014,pass,33,,
00-0022787,M.Schaub,2015,pass,513,,
00-0022787,M.Schaub,2016,pass,16,,
00-0022787,M.Schaub,2018,pass,20,,
00-0022803,E.Manning,2009,pass,3685,,
00-0022803,E.Manning,2010,pass,3762,,
00-0022803,E.Manning,2011,pass,4623,,
00-0022803,E.Manning,2012,pass,3814,,
00-0022803,E.Manning,2013,pass,3537,,
00-0022803,E.Manning,2014,pass,4223,,
00-0022803,E.Manning,2015,pass,3985,,
00-0022803,E.Manning,2016,pass,3814,,
00-0022803,E.Manning,2017,pass,3450,,
00-0022803,E.Manning,2018,pass,3518,,
00-0022824,A.Lee,2014,pass,0,,
00-0022864,L.McCown,2009,pass,-5,,
00-0022864,L.McCown,2010,pass,120,,
00-0022864,L.McCown,2011,pass,258,,
00-0022864,L.McCown,2013,pass,0,,
00-0022864,L.McCown,2015,pass,335,,
00-0022912,J.Losman,2009,pass,0,,
00-0022912,J.Losman,2011,pass,22,,
00-0022921,L.Fitzgerald,2013,pass,0,,
00-0022921,L.Fitzgerald,2016,pass,0,,
00-0022921,L.Fitzgerald,2017,pass,21,,
00-0022924,B.Roethlisberger,2009,pass,3779,,
00-0022924,B.Roethlisberger,2010,pass,2900,,
00-0022924,B.Roethlisberger,2011,pass,3889,,
00-0022924,B.Roethlisberger,2012,pass,3271,,
00-0022924,B.Roethlisberger,2013,pass,3654,,
00-0022924,B.Roethlisberger,2014,pass,4771,,
00-0022924,B.Roethlisberger,2015,pass,3455,,
00-0022924,B.Roethlisberger,2016,pass,4030,,
00-0022924,B.Roethlisberger,2017,pass,4124,,
00-0022924,B.Roethlisberger,2018,pass,4649,,
00-0022942,P.Rivers,2009,pass,3988,,
00-0022942,P.Rivers,2010,pass,4301,,
00-0022942,P.Rivers,2011,pass,4401,,
00-0022942,P.Rivers,2012,pass,3606,,
00-0022942,P.Rivers,2013,pass,4328,,
00-0022942,P.Rivers,2014,pass,4098,,
00-0022942,P.Rivers,2015,pass,4326,,
00-0022942,P.Rivers,2016,pass,4140,,
00-0022942,P.Rivers,2017,pass,4664,,
00-0022942,P.Rivers,2018,pass,4011,,
00-0023176,J.Cribbs,2009,pass,18,,
00-0023176,J.Cribbs,2010,pass,19,,
00-0023176,J.Cribbs,2011,pass,-7,,
00-0023176,J.Cribbs,2013,pass,38,,
00-0023234,M.Koenen,2013,pass,0,,
00-0023436,A.Smith,2009,pass,2012,,
00-0023436,A.Smith,2010,pass,2174,,
00-0023436,A.Smith,2011,pass,518,,
00-0023436,A.Smith,2012,pass,1600,,
00-0023436,A.Smith,2013,pass,3103,,
00-0023436,A.Smith,2014,pass,3056,,
00-0023436,A.Smith,2015,pass,3106,,
00-0023436,A.Smith,2016,pass,3249,,
00-0023436,A.Smith,2017,pass,4097,,
00-0023436,A.Smith,2018,pass,2229,,
00-0023436,Ale.Smith,2011,pass,6,,
00-0023436,Alex Smith,2011,pass,2430,,
00-0023436,Alex Smith,2012,pass,197,,
00-0023437,R.Brown,2009,pass,13,,
00-0023437,R.Brown,2010,pass,0,,
00-0023438,B.Edwards,2009,pass,0,,
00-0023457,M.Clayton,2009,pass,0,,
00-0023459,A.Rodgers,2009,pass,3911,,
00-0023459,A.Rodgers,2010,pass,3740,,
00-0023459,A.Rodgers,2011,pass,4642,,
00-0023459,A.Rodgers,2012,pass,4010,,
00-0023459,A.Rodgers,2013,pass,2419,,
00-0023459,A.Rodgers,2014,pass,4207,,
00-0023459,A.Rodgers,2015,pass,3239,,
00-0023459,A.Rodgers,2016,pass,4161,,
00-0023459,A.Rodgers,2017,pass,1804,,
00-0023459,A.Rodgers,2018,pass,3848,,
00-0023460,J.Campbell,2009,pass,3068,,
00-0023460,J.Campbell,2010,pass,2318,,
00-0023460,J.Campbell,2011,pass,1287,,
00-0023460,J.Campbell,2012,pass,216,,
00-0023460,J.Campbell,2013,pass,1802,,
00-0023460,J.Campbell,2014,pass,74,,
00-0023474,M.Bradley,2009,pass,26,,
00-0023502,C.Frye,2009,pass,369,,
00-0023502,C.Frye,2010,pass,172,,
00-0023534,D.Colquitt,2012,pass,0,,
00-0023534,D.Colquitt,2014,pass,6,,
00-0023534,D.Colquitt,2015,pass,0,,
00-0023541,K.Orton,2009,pass,3215,,
00-0023541,K.Orton,2010,pass,3821,,
00-0023541,K.Orton,2011,pass,1529,,
00-0023541,K.Orton,2012,pass,266,,
00-0023541,K.Orton,2013,pass,398,,
00-0023541,K.Orton,2014,pass,2822,,
00-0023544,M.Barber,2010,pass,0,,
00-0023578,D.Orlovsky,2011,pass,875,,
00-0023578,D.Orlovsky,2012,pass,293,,
00-0023578,D.Orlovsky,2015,pass,201,,
00-0023645,D.Anderson,2009,pass,727,,
00-0023645,D.Anderson,2010,pass,1977,,
00-0023645,D.Anderson,2012,pass,58,,
00-0023645,D.Anderson,2014,pass,684,,
00-0023645,D.Anderson,2015,pass,36,,
00-0023645,D.Anderson,2016,pass,455,,
00-0023645,D.Anderson,2017,pass,17,,
00-0023645,D.Anderson,2018,pass,432,,
00-0023662,M.Cassel,2009,pass,2469,,
00-0023662,M.Cassel,2010,pass,3072,,
00-0023662,M.Cassel,2011,pass,1662,,
00-0023662,M.Cassel,2012,pass,1695,,
00-0023662,M.Cassel,2013,pass,1722,,
00-0023662,M.Cassel,2014,pass,376,,
00-0023662,M.Cassel,2015,pass,1191,,
00-0023662,M.Cassel,2016,pass,128,,
00-0023662,M.Cassel,2017,pass,265,,
00-0023662,M.Cassel,2018,pass,14,,
00-0023682,R.Fitzpatrick,2009,pass,1130,,
00-0023682,R.Fitzpatrick,2010,pass,3002,,
00-0023682,R.Fitzpatrick,2011,pass,3390,,
00-0023682,R.Fitzpatrick,2012,pass,3535,,
00-0023682,R.Fitzpatrick,2013,pass,2345,,
00-0023682,R.Fitzpatrick,2014,pass,2391,,
00-0023682,R.Fitzpatrick,2015,pass,3633,,
00-0023682,R.Fitzpatrick,2016,pass,2606,,
00-0023682,R.Fitzpatrick,2017,pass,1273,,
00-0023682,R.Fitzpatrick,2018,pass,2690,,
00-0023742,J.Ryan,2009,pass,42,,
00-0023742,J.Ryan,2016,pass,0,,
00-0023742,J.Ryan,2017,pass,-4,,
00-0023853,M.Prater,2012,pass,0,,
00-0023968,M.Spurlock,2009,pass,0,,
00-0023968,M.Spurlock,2010,pass,0,,
00-0023968,M.Spurlock,2011,pass,0,,
00-0024110,S.Weatherford,2009,pass,0,,
00-0024204,F.Jackson,2009,pass,27,,
00-0024204,F.Jackson,2014,pass,0,,
00-0024218,V.Young,2009,pass,1672,,
00-0024218,V.Young,2010,pass,1346,,
00-0024218,V.Young,2011,pass,832,,
00-0024225,M.Leinart,2009,pass,327,,
00-0024225,M.Leinart,2010,pass,96,,
00-0024225,M.Leinart,2011,pass,57,,
00-0024225,M.Leinart,2012,pass,106,,
00-0024226,J.Cutler,2009,pass,3199,,
00-0024226,J.Cutler,2010,pass,3075,,
00-0024226,J.Cutler,2011,pass,2277,,
00-0024226,J.Cutler,2012,pass,2769,,
00-0024226,J.Cutler,2013,pass,2493,,
00-0024226,J.Cutler,2014,pass,3590,,
00-0024226,J.Cutler,2015,pass,3277,,
00-0024226,J.Cutler,2016,pass,1189,,
00-0024226,J.Cutler,2017,pass,2512,,
00-0024240,S.Holmes,2010,pass,0,,
00-0024245,J.Addai,2009,pass,22,,
00-0024264,K.Clemens,2009,pass,104,,
00-0024264,K.Clemens,2011,pass,284,,
00-0024264,K.Clemens,2012,pass,239,,
00-0024264,K.Clemens,2013,pass,1539,,
00-0024264,K.Clemens,2014,pass,1,,
00-0024264,K.Clemens,2015,pass,63,,
00-0024264,K.Clemens,2016,pass,0,,
00-0024264,K.Clemens,2017,pass,36,,
00-0024275,M.Jones-Drew,2010,pass,0,,
00-0024275,M.Jones-Drew,2013,pass,0,,
00-0024279,T.Jackson,2009,pass,159,,
00-0024279,T.Jackson,2010,pass,342,,
00-0024279,T.Jackson,2011,pass,2607,,
00-0024279,T.Jackson,2012,pass,191,,
00-0024279,T.Jackson,2013,pass,151,,
00-0024279,T.Jackson,2014,pass,0,,
00-0024279,T.Jackson,2015,pass,3,,
00-0024279,T.Jackson,2016,pass,28,,
00-0024294,J.Norwood,2012,pass,0,,
00-0024296,C.Whitehurst,2010,pass,306,,
00-0024296,C.Whitehurst,2011,pass,447,,
00-0024296,C.Whitehurst,2014,pass,1223,,
00-0024296,C.Whitehurst,2015,pass,122,,
00-0024296,C.Whitehurst,2016,pass,168,,
00-0024300,B.Croyle,2009,pass,212,,
00-0024300,B.Croyle,2010,pass,9,,
00-0024315,M.Robinson,2010,pass,28,,
00-0024318,B.Smith,2009,pass,27,,
00-0024318,B.Smith,2010,pass,3,,
00-0024318,B.Smith,2011,pass,3,,
00-0024318,B.Smith,2012,pass,0,,
00-0024318,B.Smith,2013,pass,0,,
00-0024332,L.Washington,2010,pass,-7,,
00-0024334,B.Marshall,2010,pass,0,,
00-0024408,B.Gradkowski,2009,pass,933,,
00-0024408,B.Gradkowski,2010,pass,964,,
00-0024408,B.Gradkowski,2011,pass,102,,
00-0024408,B.Gradkowski,2012,pass,65,,
00-0024417,S.Koch,2010,pass,13,,
00-0024417,S.Koch,2015,pass,-3,,
00-0024417,S.Koch,2017,pass,38,,
00-0024417,S.Koch,2018,pass,21,,
00-0024812,T.Palko,2010,pass,8,,
00-0024812,T.Palko,2011,pass,736,,
00-0024824,M.Gutierrez,2009,pass,3,,
00-0025388,J.Russell,2009,pass,981,,
00-0025388,J.Russell,2010,pass,102,,
00-0025396,T.Ginn,2014,pass,10,,
00-0025399,M.Lynch,2011,pass,0,,
00-0025409,B.Quinn,2009,pass,1235,,
00-0025409,B.Quinn,2012,pass,1018,,
00-0025423,K.Kolb,2009,pass,708,,
00-0025423,K.Kolb,2010,pass,975,,
00-0025423,K.Kolb,2011,pass,1856,,
00-0025423,K.Kolb,2012,pass,1010,,
00-0025424,E.Weddle,2014,pass,0,,
00-0025427,J.Beck,2011,pass,776,,
00-0025430,D.Stanton,2009,pass,232,,
00-0025430,D.Stanton,2010,pass,738,,
00-0025430,D.Stanton,2014,pass,1647,,
00-0025430,D.Stanton,2015,pass,20,,
00-0025430,D.Stanton,2016,pass,252,,
00-0025430,D.Stanton,2017,pass,859,,
00-0025431,S.Rice,2009,pass,0,,
00-0025431,S.Rice,2011,pass,55,,
00-0025431,S.Rice,2012,pass,25,,
00-0025479,T.Edwards,2009,pass,1040,,
00-0025479,T.Edwards,2010,pass,302,,
00-0025479,T.Edwards,2011,pass,124,,
00-0025479,T.Edwards,2012,pass,14,,
00-0025486,J.Higgins,2010,pass,1,,
00-0025487,M.Bush,2009,pass,0,,
00-0025488,A.Podlesh,2011,pass,0,,
00-0025499,D.Sepulveda,2011,pass,33,,
00-0025529,S.Breaston,2010,pass,17,,
00-0025559,L.Naanee,2009,pass,21,,
00-0025559,L.Naanee,2011,pass,27,,
00-0025561,T.Smith,2009,pass,24,,
00-0025561,T.Smith,2010,pass,1064,,
00-0025592,J.Palmer,2010,pass,-2,,
00-0025592,J.Palmer,2014,pass,7,,
00-0025604,T.Thigpen,2010,pass,310,,
00-0025604,T.Thigpen,2011,pass,183,,
00-0025604,T.Thigpen,2012,pass,30,,
00-0025612,B.Fields,2012,pass,0,,
00-0025672,T.Castille,2010,pass,0,,
00-0025708,M.Moore,2009,pass,826,,
00-0025708,M.Moore,2010,pass,916,,
00-0025708,M.Moore,2011,pass,2147,,
00-0025708,M.Moore,2012,pass,128,,
00-0025708,M.Moore,2014,pass,21,,
00-0025708,M.Moore,2015,pass,14,,
00-0025708,M.Moore,2016,pass,516,,
00-0025708,M.Moore,2017,pass,971,,
00-0025708,Mat.Moore,2013,pass,53,,
00-0025708,Matt.Moore,2012,pass,130,,
00-0025749,R.Bartel,2011,pass,218,,
00-0025825,B.Kern,2016,pass,0,,
00-0025970,C.Hanie,2009,pass,11,,
00-0025970,C.Hanie,2010,pass,17,,
00-0025970,C.Hanie,2011,pass,480,,
00-0025970,C.Hanie (3rd QB),2010,pass,23,,
00-0026035,D.Amendola,2015,pass,36,,
00-0026035,D.Amendola,2018,pass,28,,
00-0026069,M.Tolbert,2011,pass,-2,,
00-0026143,M.Ryan,2009,pass,2610,,
00-0026143,M.Ryan,2010,pass,3295,,
00-0026143,M.Ryan,2011,pass,4139,,
00-0026143,M.Ryan,2012,pass,4615,,
00-0026143,M.Ryan,2013,pass,4217,,
00-0026143,M.Ryan,2014,pass,4494,,
00-0026143,M.Ryan,2015,pass,4063,,
00-0026143,M.Ryan,2016,pass,4715,,
00-0026143,M.Ryan,2017,pass,4262,,
00-0026143,M.Ryan,2018,pass,4334,,
00-0026143,Ryan,2010,pass,237,,
00-0026144,D.McFadden,2010,pass,0,,
00-0026144,D.McFadden,2013,pass,16,,
00-0026144,D.McFadden,2014,pass,0,,
00-0026144,D.McFadden,2015,pass,0,,
00-0026158,J.Flacco,2009,pass,3299,,
00-0026158,J.Flacco,2010,pass,3317,,
00-0026158,J.Flacco,2011,pass,3382,,
00-0026158,J.Flacco,2012,pass,3718,,
00-0026158,J.Flacco,2013,pass,3592,,
00-0026158,J.Flacco,2014,pass,3819,,
00-0026158,J.Flacco,2015,pass,2682,,
00-0026158,J.Flacco,2016,pass,3832,,
00-0026158,J.Flacco,2017,pass,3187,,
00-0026158,J.Flacco,2018,pass,2386,,
00-0026164,C.Johnson,2009,pass,0,,
00-0026184,M.Forte,2011,pass,0,,
00-0026195,R.Rice,2009,pass,0,,
00-0026195,R.Rice,2011,pass,1,,
00-0026196,B.Brohm,2009,pass,138,,
00-0026196,B.Brohm,2011,pass,101,,
00-0026197,C.Henne,2009,pass,2572,,
00-0026197,C.Henne,2010,pass,3202,,
00-0026197,C.Henne,2011,pass,849,,
00-0026197,C.Henne,2012,pass,1915,,
00-0026197,C.Henne,2013,pass,2804,,
00-0026197,C.Henne,2014,pass,387,,
00-0026197,C.Henne,2017,pass,0,,
00-0026296,D.Dixon,2009,pass,145,,
00-0026296,D.Dixon,2010,pass,213,,
00-0026300,J.Johnson,2009,pass,626,,
00-0026300,J.Johnson,2010,pass,103,,
00-0026300,J.Johnson,2011,pass,222,,
00-0026300,J.Johnson,2012,pass,-8,,
00-0026300,J.Johnson,2018,pass,335,,
00-0026314,J.Morgan,2012,pass,0,,
00-0026345,P.Garcon,2014,pass,0,,
00-0026349,M.Flynn,2009,pass,51,,
00-0026349,M.Flynn,2010,pass,396,,
00-0026349,M.Flynn,2011,pass,31,,
00-0026349,M.Flynn,2012,pass,537,,
00-0026349,M.Flynn,2013,pass,1257,,
00-0026349,M.Flynn,2014,pass,54,,
00-0026367,P.Hillis,2010,pass,13,,
00-0026367,P.Hillis,2012,pass,0,,
00-0026393,M.Reece,2013,pass,22,,
00-0026491,S.Logan,2010,pass,0,,
00-0026498,M.Stafford,2009,pass,2100,,
00-0026498,M.Stafford,2010,pass,501,,
00-0026498,M.Stafford,2011,pass,4549,,
00-0026498,M.Stafford,2012,pass,5259,,
00-0026498,M.Stafford,2013,pass,4478,,
00-0026498,M.Stafford,2014,pass,3995,,
00-0026498,M.Stafford,2015,pass,3729,,
00-0026498,M.Stafford,2016,pass,4061,,
00-0026498,M.Stafford,2017,pass,4493,,
00-0026498,M.Stafford,2018,pass,3382,,
00-0026498,M.Stafford (3rd QB),2010,pass,0,,
00-0026516,B.Colquitt,2011,pass,0,,
00-0026544,C.Daniel,2011,pass,25,,
00-0026544,C.Daniel,2012,pass,30,,
00-0026544,C.Daniel,2013,pass,237,,
00-0026544,C.Daniel,2014,pass,140,,
00-0026544,C.Daniel,2015,pass,4,,
00-0026544,C.Daniel,2016,pass,16,,
00-0026544,C.Daniel,2018,pass,475,,
00-0026625,B.Hoyer,2009,pass,63,,
00-0026625,B.Hoyer,2010,pass,61,,
00-0026625,B.Hoyer,2011,pass,122,,
00-0026625,B.Hoyer,2012,pass,322,,
00-0026625,B.Hoyer,2013,pass,567,,
00-0026625,B.Hoyer,2014,pass,3186,,
00-0026625,B.Hoyer,2015,pass,2179,,
00-0026625,B.Hoyer,2016,pass,1674,,
00-0026625,B.Hoyer,2017,pass,1175,,
00-0026625,B.Hoyer,2018,pass,14,,
00-0026664,T.Masthay,2012,pass,27,,
00-0026796,A.Foster,2014,pass,5,,
00-0026898,M.Sanchez,2009,pass,2188,,
00-0026898,M.Sanchez,2010,pass,3185,,
00-0026898,M.Sanchez,2011,pass,3027,,
00-0026898,M.Sanchez,2012,pass,2839,,
00-0026898,M.Sanchez,2014,pass,2267,,
00-0026898,M.Sanchez,2015,pass,562,,
00-0026898,M.Sanchez,2016,pass,8,,
00-0026898,M.Sanchez,2017,pass,60,,
00-0026898,M.Sanchez,2018,pass,96,,
00-0026901,M.Wallace,2014,pass,0,,
00-0026941,B.Scott,2011,pass,0,,
00-0026993,J.Freeman,2009,pass,1589,,
00-0026993,J.Freeman,2010,pass,3191,,
00-0026993,J.Freeman,2011,pass,3402,,
00-0026993,J.Freeman,2012,pass,4169,,
00-0026993,J.Freeman,2013,pass,700,,
00-0026993,Jo.Freeman,2016,pass,142,,
00-0026995,J.Maclin,2016,pass,0,,
00-0027020,P.White,2009,pass,0,,
00-0027020,P.White,2010,pass,-9,,
00-0027026,M.Massaquoi,2010,pass,29,,
00-0027071,S.McGee,2010,pass,100,,
00-0027071,S.McGee,2011,pass,270,,
00-0027103,K.Huber,2009,pass,0,,
00-0027114,T.Morstead,2014,pass,-2,,
00-0027121,T.Brandstater,2012,pass,0,,
00-0027131,K.Null,2009,pass,451,,
00-0027131,K.Null,2010,pass,25,,
00-0027134,C.Painter,2009,pass,30,,
00-0027134,C.Painter,2010,pass,37,,
00-0027134,C.Painter,2011,pass,1437,,
00-0027134,C.Painter,2013,pass,51,,
00-0027145,P.McAfee,2014,pass,0,,
00-0027145,P.McAfee,2016,pass,35,,
00-0027150,J.Edelman,2018,pass,49,,
00-0027253,T.Lewis,2012,pass,190,,
00-0027253,T.Lewis,2013,pass,992,,
00-0027347,M.Hall,2010,pass,270,,
00-0027595,B.Walters,2015,pass,0,,
00-0027602,G.Harrell,2012,pass,20,,
00-0027618,B.Banks,2011,pass,49,,
00-0027659,J.Clausen,2010,pass,1181,,
00-0027659,J.Clausen,2011,pass,154,,
00-0027659,J.Clausen,2014,pass,203,,
00-0027659,J.Clausen,2015,pass,701,,
00-0027685,E.Sanders,2011,pass,15,,
00-0027685,E.Sanders,2012,pass,-7,,
00-0027685,E.Sanders,2018,pass,28,,
00-0027688,C.McCoy,2010,pass,1252,,
00-0027688,C.McCoy,2011,pass,2739,,
00-0027688,C.McCoy,2012,pass,54,,
00-0027688,C.McCoy,2013,pass,13,,
00-0027688,C.McCoy,2014,pass,940,,
00-0027688,C.McCoy,2016,pass,115,,
00-0027688,C.McCoy,2018,pass,336,,
00-0027690,E.Decker,2011,pass,0,,
00-0027690,E.Decker,2017,pass,0,,
00-0027692,A.Edwards,2010,pass,0,,
00-0027692,A.Edwards,2011,pass,11,,
00-0027692,A.Edwards,2012,pass,0,,
00-0027702,M.Williams,2012,pass,28,,
00-0027722,M.Kafka,2011,pass,101,,
00-0027754,J.Skelton,2010,pass,534,,
00-0027754,J.Skelton,2011,pass,1557,,
00-0027754,J.Skelton,2012,pass,1291,,
00-0027775,R.Smith,2010,pass,200,,
00-0027775,R.Smith,2012,pass,34,,
00-0027793,A.Brown,2012,pass,0,,
00-0027793,A.Brown,2013,pass,8,,
00-0027793,A.Brown,2014,pass,20,,
00-0027793,A.Brown,2015,pass,-8,,
00-0027793,A.Brown,2018,pass,0,,
